-2	-1.03209	-2	-0.977453	-2	-1.15001	-2	-0.945054	-2	-0.839909	-2	-0.903197	-2	-1.02474	-2	-1.05724	-2	-0.974133	-2	-0.906618	-2	-0.931169	-2	-1.03521	-2	-1.05563	-2	-1.23021	-2	-1.41434	-2	-1.05121	-2	-1.20374	-2	-0.736473	-2	-1.0011	-2	-0.955619	-2	-0.798253	-2	-1.65552	-2	-0.985402	-2	-0.694214	-2	-1.08672	-2	-1.0179	-2	-0.881363	-2	-1.05191	-2	-0.954814	-2	-0.97202	-2	-1.08662	-2	-1.116	-2	-0.913259	-2	-1.11429	-2	-1.06932	-2	-1.25516	-2	-1.12516	-2	-1.04235	-2	-1.04457	-2	-0.966889	-2	-1.03601	-2	-1.46766	-2	-0.93459
-1.9685	-1.01197	-1.9685	-0.987415	-1.9685	-1.02937	-1.9685	-0.922717	-1.9685	-0.875024	-1.9685	-0.842625	-1.9685	-0.769577	-1.9685	-0.941332	-1.9685	-0.903902	-1.9685	-0.857718	-1.9685	-0.84333	-1.9685	-0.973228	-1.9685	-1.0169	-1.9685	-0.908832	-1.9685	-1.47863	-1.9685	-0.78316	-1.9685	-1.14388	-1.9685	-0.906618	-1.9685	-0.904505	-1.9685	-0.802378	-1.9685	-0.83518	-1.9685	-1.61658	-1.9685	-0.741404	-1.9685	-1.28394	-1.9685	-0.945356	-1.9685	-0.834173	-1.9685	-0.796643	-1.9685	-0.957531	-1.9685	-0.874219	-1.9685	-0.907423	-1.9685	-0.990333	-1.9685	-1.0343	-1.9685	-0.869792	-1.9685	-0.974435	-1.9685	-0.988924	-1.9685	-1.20988	-1.9685	-1.04467	-1.9685	-0.933685	-1.9685	-1.1315	-1.9685	-0.9687	-1.9685	-1.0341	-1.9685	-1.45851	-1.9685	-0.944048
-1.93701	-0.887602	-1.93701	-0.949784	-1.93701	-0.971718	-1.93701	-0.835481	-1.93701	-0.867377	-1.93701	-0.834274	-1.93701	-0.773702	-1.93701	-0.949884	-1.93701	-0.839707	-1.93701	-0.798957	-1.93701	-0.783965	-1.93701	-0.813647	-1.93701	-0.921711	-1.93701	-0.877741	-1.93701	-1.33042	-1.93701	-0.766558	-1.93701	-1.01347	-1.93701	-0.579308	-1.93701	-0.81727	-1.93701	-0.699848	-1.93701	-0.693409	-1.93701	-1.2461	-1.93701	-0.499317	-1.93701	-0.926541	-1.93701	-0.650043	-1.93701	-0.625995	-1.93701	-0.842122	-1.93701	-1.16712	-1.93701	-0.865164	-1.93701	-0.899273	-1.93701	-0.927949	-1.93701	-0.997175	-1.93701	-0.833067	-1.93701	-0.84011	-1.93701	-0.873616	-1.93701	-1.14287	-1.93701	-0.864963	-1.93701	-0.833771	-1.93701	-1.09518	-1.93701	-0.940527	-1.93701	-0.974737	-1.93701	-1.49976	-1.93701	-0.989528
-1.90551	-1.24459	-1.90551	-0.976145	-1.90551	-0.919397	-1.90551	-0.997074	-1.90551	-0.877238	-1.90551	-0.782657	-1.90551	-0.634044	-1.90551	-0.849669	-1.90551	-0.707294	-1.90551	-0.66916	-1.90551	-0.814452	-1.90551	-0.799158	-1.90551	-0.95894	-1.90551	-0.848059	-1.90551	-1.29822	-1.90551	-0.675801	-1.90551	-0.888608	-1.90551	-0.637264	-1.90551	-0.73758	-1.90551	-0.599734	-1.90551	-0.642295	-1.90551	-1.25254	-1.90551	-0.339334	-1.90551	-0.92805	-1.90551	-0.734461	-1.90551	-0.512296	-1.90551	-0.781651	-1.90551	-0.969102	-1.90551	-0.819081	-1.90551	-0.824212	-1.90551	-0.823105	-1.90551	-0.941835	-1.90551	-0.772495	-1.90551	-0.808113	-1.90551	-1.03108	-1.90551	-1.05171	-1.90551	-0.804189	-1.90551	-0.778532	-1.90551	-0.944551	-1.90551	-0.84343	-1.90551	-0.884382	-1.90551	-1.21582	-1.90551	-0.866472
-1.87402	-1.09286	-1.87402	-0.984295	-1.87402	-0.860133	-1.87402	-0.735065	-1.87402	-0.751667	-1.87402	-0.712929	-1.87402	-0.616336	-1.87402	-0.743014	-1.87402	-0.691195	-1.87402	-0.698037	-1.87402	-0.772897	-1.87402	-0.879351	-1.87402	-0.802479	-1.87402	-0.815962	-1.87402	-1.36242	-1.87402	-0.670166	-1.87402	-0.806	-1.87402	-0.632837	-1.87402	-0.563813	-1.87402	-0.54701	-1.87402	-0.65457	-1.87402	-1.09739	-1.87402	-0.306231	-1.87402	-0.906417	-1.87402	-0.621568	-1.87402	-0.570353	-1.87402	-0.830451	-1.87402	-0.943143	-1.87402	-0.698742	-1.87402	-0.733254	-1.87402	-0.78809	-1.87402	-0.888004	-1.87402	-0.730638	-1.87402	-0.754082	-1.87402	-0.781751	-1.87402	-0.894242	-1.87402	-0.781751	-1.87402	-0.699949	-1.87402	-0.837997	-1.87402	-0.821496	-1.87402	-0.923824	-1.87402	-1.20223	-1.87402	-0.736373
-1.84252	-0.767967	-1.84252	-0.937609	-1.84252	-0.84826	-1.84252	-0.609795	-1.84252	-0.495091	-1.84252	-0.674493	-1.84252	-0.569749	-1.84252	-0.720576	-1.84252	-0.613518	-1.84252	-0.626599	-1.84252	-0.781651	-1.84252	-0.881665	-1.84252	-0.879552	-1.84252	-0.758911	-1.84252	-1.42188	-1.84252	-0.335511	-1.84252	-1.10262	-1.84252	-0.475571	-1.84252	-0.550129	-1.84252	-0.508875	-1.84252	-0.501933	-1.84252	-1.09276	-1.84252	-0.316494	-1.84252	-0.944652	-1.84252	-0.709508	-1.84252	-0.46561	-1.84252	-0.579409	-1.84252	-0.746736	-1.84252	-0.657388	-1.84252	-0.718563	-1.84252	-0.667349	-1.84252	-0.878848	-1.84252	-0.70991	-1.84252	-0.660708	-1.84252	-0.759716	-1.84252	-0.723192	-1.84252	-0.719771	-1.84252	-0.664431	-1.84252	-0.801372	-1.84252	-0.74734	-1.84252	-0.863755	-1.84252	-1.18976	-1.84252	-0.704879
-1.81102	-0.773501	-1.81102	-0.856511	-1.81102	-0.66755	-1.81102	-0.56663	-1.81102	-0.579006	-1.81102	-0.634849	-1.81102	-0.515818	-1.81102	-0.727418	-1.81102	-0.578302	-1.81102	-0.559587	-1.81102	-0.726412	-1.81102	-0.714539	-1.81102	-0.733254	-1.81102	-0.741102	-1.81102	-1.28223	-1.81102	-0.419627	-1.81102	-0.610902	-1.81102	-0.312167	-1.81102	-0.397994	-1.81102	-0.562505	-1.81102	-0.597419	-1.81102	-0.97695	-1.81102	-0.285504	-1.81102	-0.68053	-1.81102	-0.471043	-1.81102	-0.421438	-1.81102	-0.610198	-1.81102	-0.724299	-1.81102	-0.589672	-1.81102	-0.672581	-1.81102	-0.635956	-1.81102	-0.721079	-1.81102	-0.662318	-1.81102	-0.663928	-1.81102	-0.703873	-1.81102	-0.901185	-1.81102	-0.730738	-1.81102	-0.653061	-1.81102	-0.736675	-1.81102	-0.653765	-1.81102	-0.87764	-1.81102	-1.11268	-1.81102	-0.681335
-1.77953	-0.721179	-1.77953	-0.823508	-1.77953	-0.776318	-1.77953	-0.625794	-1.77953	-0.484224	-1.77953	-0.60738	-1.77953	-0.489657	-1.77953	-0.609493	-1.77953	-0.513403	-1.77953	-0.60899	-1.77953	-0.645313	-1.77953	-0.72128	-1.77953	-0.749453	-1.77953	-0.690592	-1.77953	-0.734763	-1.77953	-0.469031	-1.77953	-0.60728	-1.77953	-0.314985	-1.77953	-0.400007	-1.77953	-0.46078	-1.77953	-0.433714	-1.77953	-0.999086	-1.77953	-0.261456	-1.77953	-0.708401	-1.77953	-0.772394	-1.77953	-0.530609	-1.77953	-0.514913	-1.77953	-0.629818	-1.77953	-0.571762	-1.77953	-0.656482	-1.77953	-0.557474	-1.77953	-0.731845	-1.77953	-0.63827	-1.77953	-0.558078	-1.77953	-0.620058	-1.77953	-0.852385	-1.77953	-0.651351	-1.77953	-0.601947	-1.77953	-0.681536	-1.77953	-0.689988	-1.77953	-0.824715	-1.77953	-1.10061	-1.77953	-0.609091
-1.74803	-0.669562	-1.74803	-0.778532	-1.74803	-0.720878	-1.74803	-0.53896	-1.74803	-0.485029	-1.74803	-0.577497	-1.74803	-0.465811	-1.74803	-0.588263	-1.74803	-0.479696	-1.74803	-0.534835	-1.74803	-0.635956	-1.74803	-0.727317	-1.74803	-0.655577	-1.74803	-0.676706	-1.74803	-0.540369	-1.74803	-0.343761	-1.74803	-0.513504	-1.74803	-0.255922	-1.74803	-0.425161	-1.74803	-0.373242	-1.74803	-0.439147	-1.74803	-0.827633	-1.74803	-0.250086	-1.74803	-0.620159	-1.74803	-0.445989	-1.74803	-0.379179	-1.74803	-0.480199	-1.74803	-0.588867	-1.74803	-0.459975	-1.74803	-0.593696	-1.74803	-0.520447	-1.74803	-0.694314	-1.74803	-0.640484	-1.74803	-0.541375	-1.74803	-0.585647	-1.74803	-0.620461	-1.74803	-0.614826	-1.74803	-0.51944	-1.74803	-0.604764	-1.74803	-0.63656	-1.74803	-0.81898	-1.74803	-0.928754	-1.74803	-0.559386
-1.71653	-0.613921	-1.71653	-0.78638	-1.71653	-0.813547	-1.71653	-0.647024	-1.71653	-0.362376	-1.71653	-0.524773	-1.71653	-0.473257	-1.71653	-0.587056	-1.71653	-0.479495	-1.71653	-0.65608	-1.71653	-0.753176	-1.71653	-0.557575	-1.71653	-0.582427	-1.71653	-0.608487	-1.71653	-0.453737	-1.71653	-0.299993	-1.71653	-0.513504	-1.71653	-0.24747	-1.71653	-0.304319	-1.71653	-0.450014	-1.71653	-0.40866	-1.71653	-0.726915	-1.71653	-0.238112	-1.71653	-0.517428	-1.71653	-0.578302	-1.71653	-0.387128	-1.71653	-0.419024	-1.71653	-0.567636	-1.71653	-0.546708	-1.71653	-0.549123	-1.71653	-0.479394	-1.71653	-0.629013	-1.71653	-0.595508	-1.71653	-0.456252	-1.71653	-0.541878	-1.71653	-0.6106	-1.71653	-0.569951	-1.71653	-0.50475	-1.71653	-0.537652	-1.71653	-0.53242	-1.71653	-0.757503	-1.71653	-0.827633	-1.71653	-0.448505
